month,type,invested,cash,top,score
2021-01,annual,1517.6223278045654,0.0,,
2021-02,ordinary,57.34289218853046,1414.4580073170848,603986.SH,86.32683279953413
2021-03,ordinary,128.44765031492557,2781.3501797713243,300308.SZ,88.54624397872297
2021-04,ordinary,270.63554417003286,4009.060392132053,002281.SZ,86.77021369867084
2021-05,ordinary,439.5937015483906,5077.28286222978,002439.SZ,90.6235850141098
2021-06,ordinary,290.4777687865418,6269.098508512819,601611.SH,91.4011808070295
2021-07,ordinary,655.1904610225131,7061.194128804393,600276.SH,90.69330082961487
2021-08,ordinary,760.0723607199532,7726.281699267301,300454.SZ,90.11510243230522
2021-09,ordinary,756.7606876422833,8395.099367414201,603986.SH,89.91889008345478
2021-10,ordinary,1195.427825234153,8595.757185948358,002747.SZ,92.91009038509037
2021-11,ordinary,1516.199245700588,8523.269602540251,300124.SZ,90.68718073039486
2021-12,ordinary,833.5584999678969,9049.194678393276,688561.SH,87.64679275924911
2022-01,annual,2179.0936229005506,9049.194678393276,,
2022-02,ordinary,661.5212203518662,9734.304746569853,603259.SH,91.71919470625372
2022-03,ordinary,504.6872458603532,10603.156423973049,600089.SH,86.99258772417419
2022-04,ordinary,1169.7683509130109,10856.792051407816,002472.SZ,88.26859200057682
2022-05,ordinary,1144.0803228072118,11131.902278451067,600760.SH,88.03581669841
2022-06,ordinary,1074.6306866553034,11494.40576232799,300223.SZ,85.1429930182264
2022-07,ordinary,1300.9487216649618,11578.739747877384,601985.SH,86.15429753531221
2022-08,ordinary,366.37168116383714,12637.003572389816,603259.SH,84.80822926032765
2022-09,ordinary,1784.3779645118425,12258.709096342329,002179.SZ,86.5123277541443
2022-10,ordinary,1222.8185061412264,12385.958682547294,601611.SH,85.97612497536534
2022-11,ordinary,1894.3542177795825,11894.169610260265,002747.SZ,84.98887231168494
2022-12,ordinary,1680.3569265126523,11658.501385377253,300502.SZ,84.7457754423577
2023-01,annual,1783.880655502615,11658.501385377253,,
2023-02,ordinary,1159.3475627072253,11925.821512947126,600089.SH,83.04455677230358
2023-03,ordinary,382.042283305821,12941.936397075999,603259.SH,82.80671406823168
2023-04,ordinary,651.1716191563753,13689.74091317353,002472.SZ,82.26000276330493
2023-05,ordinary,679.3607066196755,14396.627936808982,300124.SZ,82.27599400491358
2023-06,ordinary,229.24587447921954,15565.229094876759,002472.SZ,82.57356485634317
2023-07,ordinary,275.6988036168086,16737.63777226276,603259.SH,80.81149874665098
2023-08,ordinary,680.8953840768168,17471.21482509085,002179.SZ,81.11037552969918
2023-09,ordinary,827.574481943481,18034.623066383454,002747.SZ,84.40647560588208
2023-10,ordinary,1214.0709772142086,18196.92356820367,002439.SZ,83.6661112030148
2023-11,ordinary,1207.646245891277,18352.941424866716,000400.SZ,83.97277639080588
2023-12,ordinary,420.40921124545,19335.399053983816,002747.SZ,81.60689723591119
2024-01,annual,4459.982215051658,19335.399053983812,,
2024-02,ordinary,760.9784449625126,19969.98011066925,002472.SZ,82.01912485808224
2024-03,ordinary,1333.5691503743637,20019.211730100797,002472.SZ,81.41901258301647
2024-04,ordinary,574.266021985703,20832.348147232526,002472.SZ,81.84720641179396
2024-05,ordinary,877.4054269178212,21360.102527519906,600893.SH,81.68082472082264
2024-06,ordinary,1010.0029006513059,21772.192255347603,002472.SZ,81.93975327572194
2024-07,ordinary,1186.1746274636416,22036.675996948292,300394.SZ,83.88605930865484
2024-08,ordinary,598.2175480235701,22849.69621328324,300124.SZ,81.7935627227715
2024-09,ordinary,750.2427050621037,23548.46936401032,002472.SZ,82.22170330269195
2024-10,ordinary,800.0928121259155,24175.208321827642,688561.SH,77.5861134498293
2024-11,ordinary,1909.457008868049,23670.4460608844,600276.SH,83.0662282989642
2024-12,ordinary,1412.162733078003,23670.4460608844,600406.SH,77.99806545426044
2025-01,annual,3210.7247882057923,23670.4460608844,,
2025-02,ordinary,585.1936444075868,24432.00157915076,600276.SH,75.82653297001848
2025-03,ordinary,369.9312403130714,25421.097581498212,300308.SZ,77.8238512068171
2025-04,ordinary,676.2985825649798,26116.44034872571,300502.SZ,80.11353454290361
2025-05,ordinary,1408.5668563842771,26116.44034872571,000021.SZ,79.96638300325034
2025-06,ordinary,792.7983783830858,26713.45167416953,300454.SZ,79.76995905701315
2025-07,ordinary,1414.3688678741455,26713.45167416953,600406.SH,76.8830572224138
2025-08,ordinary,1388.6549949645996,26713.45167416953,300024.SZ,75.19867536723783
2025-09,ordinary,377.4672787377758,27738.509057449577,600406.SH,75.7227151955398
2025-10,ordinary,744.0198332062467,28397.298844146895,300762.SZ,71.035302011804
2025-11,ordinary,1242.000926903092,28552.786749717558,603259.SH,73.86657350341324
2025-12,ordinary,1390.5542850494385,28552.786749717558,300454.SZ,75.38003224113339
