date,ticker,name,sector,P,V,F,G,D,Q,total,veto,dd52,r1y,rg,pg
2022-08-01,600089.SH,特变电工,grid,26,18.71126468021093,15.0,15.000000000000002,8,5,87.71126468021093,False,0.1868498483147233,0.6408945722215924,0.5099801198672349,0.9685494906218912
2022-08-01,000400.SZ,许继电气,grid,26,14.643760020173973,3.0,15.000000000000002,8,5,71.64376002017397,False,0.3002734379148333,0.7014009436386801,0.04598740131100576,-0.023425123355841793
2022-08-01,600118.SH,中国卫星,space,26,16.54982615303359,0.0,15.000000000000002,9,5,71.54982615303359,False,0.2408800512007948,-0.1814287582740315,-0.020582751315270098,-0.3772055935785702
2022-08-01,600879.SH,航天电子,space,26,22.311426240155726,7.625,15.000000000000002,9,5,84.93642624015573,False,0.23210416247711085,-0.0814988346213752,0.13583681040759488,0.02982729358734204
2022-08-01,300762.SZ,上海瀚讯,space,26,23.34391159714267,7.375,15.000000000000002,9,5,85.71891159714268,False,0.3770193648424722,-0.1727789521455172,0.02973553177078303,0.13897858029674004
2022-08-01,003816.SZ,中国广核,nuclear,26,21.15575696148752,5.0,15.0,10,5,82.15575696148753,False,0.18873890726325915,0.10055024305455573,0.09084518197178859,-0.01865590471030565
2022-08-01,601985.SH,中国核电,nuclear,26,21.777575805583908,14.0,0.0,10,5,76.77757580558391,False,0.2530780933789034,0.32873646174532056,0.186385632260331,0.35435412514564946
2022-08-01,601611.SH,中国核建,nuclear,26,20.34018765151207,7.625,0.0,10,5,68.96518765151207,False,0.2519674830999251,0.20719689485827542,0.08618712453878596,0.03524996342068065
2022-08-01,600893.SH,航发动力,defense,26,17.23608766495403,11.375,14.999999999999998,9,5,83.61108766495403,False,0.2704787504440387,-0.07680311585120603,0.2364066519749506,0.11450421113171272
2022-08-01,600760.SH,中航沈飞,defense,26,18.041102064916174,15.0,14.999999999999998,9,5,88.04110206491617,False,0.2489820013634121,-0.08301868661223011,0.3173700533904673,0.5171015295826047
2022-08-01,002179.SZ,中航光电,defense,26,18.060255518128645,9.375,14.999999999999998,9,5,82.43525551812864,False,0.16835467111710867,0.029891961747915863,0.13080790506391016,0.1074915444893596
2022-09-01,300124.SZ,汇川技术,robotics,30,22.773619261252065,15.0,15.000000000000002,8,5,95.77361926125207,False,0.20054585193664387,-0.12961136331281697,0.3375882265403545,0.3796832849001286
2022-09-01,002747.SZ,埃斯顿,robotics,30,22.374151676041322,7.625,15.000000000000002,8,5,87.99915167604132,False,0.44625696708925955,-0.3936787609049691,0.07415247941638792,0.046910849204687466
2022-09-01,002472.SZ,双环传动,robotics,30,19.370357303666495,14.0,15.000000000000002,8,5,91.3703573036665,False,0.20591234178469742,0.47275296050023097,0.2169215155849331,1.5200736452176562
